Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"Age at first marriage, female",SP.DYN.SMAM.FE,Bhutan,BTN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Bolivia,BOL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Bosnia and Herzegovina,BIH,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Botswana,BWA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Brazil,BRA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,British Virgin Islands,VGB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Brunei Darussalam,BRN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Bulgaria,BGR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Burkina Faso,BFA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Burundi,BDI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Cabo Verde,CPV,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Cambodia,KHM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Cameroon,CMR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Canada,CAN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Caribbean small states,CSS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Cayman Islands,CYM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Central African Republic,CAF,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Central Europe and the Baltics,CEB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Chad,TCD,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Channel Islands,CHI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Chile,CHL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,China,CHN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Colombia,COL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Comoros,COM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Congo, Dem. Rep.",ZAR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Congo, Rep.",COG,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Costa Rica,CRI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Cote d'Ivoire,CIV,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Croatia,HRV,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Cuba,CUB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Curacao,CUW,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Cyprus,CYP,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Czech Republic,CZE,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Denmark,DNK,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Djibouti,DJI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Dominica,DMA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Dominican Republic,DOM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Early-demographic dividend,EAR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,East Asia & Pacific,EAS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,East Asia & Pacific (excluding high income),EAP,..
"Age at first marriage, female",SP.DYN.SMAM.FE,East Asia & Pacific (IDA & IBRD countries),TEA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Ecuador,ECU,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Egypt, Arab Rep.",EGY,..
"Age at first marriage, female",SP.DYN.SMAM.FE,El Salvador,SLV,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Equatorial Guinea,GNQ,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Eritrea,ERI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Estonia,EST,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Ethiopia,ETH,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Euro area,EMU,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Europe & Central Asia,ECS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Europe & Central Asia (excluding high income),ECA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Europe & Central Asia (IDA & IBRD countries),TEC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,European Union,EUU,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Faroe Islands,FRO,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Fiji,FJI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Finland,FIN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Fragile and conflict affected situations,FCS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,France,FRA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,French Polynesia,PYF,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Gabon,GAB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Gambia, The",GMB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Georgia,GEO,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Germany,DEU,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Ghana,GHA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Gibraltar,GIB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Greece,GRC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Greenland,GRL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Grenada,GRD,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Guam,GUM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Guatemala,GTM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Guinea,GIN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Guinea-Bissau,GNB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Guyana,GUY,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Haiti,HTI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Heavily indebted poor countries (HIPC),HPC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,High income,HIC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Honduras,HND,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Hong Kong SAR, China",HKG,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Hungary,HUN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Iceland,ISL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,India,IND,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Indonesia,IDN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Iran, Islamic Rep.",IRN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Iraq,IRQ,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Ireland,IRL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Isle of Man,IMY,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Israel,ISR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Italy,ITA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Jamaica,JAM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Japan,JPN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Jordan,JOR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Kazakhstan,KAZ,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Kenya,KEN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Kiribati,KIR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Korea, Dem. People’s Rep.",PRK,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Korea, Rep.",KOR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Kosovo,KSV,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Kuwait,KWT,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Kyrgyz Republic,KGZ,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Lao PDR,LAO,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Late-demographic dividend,LTE,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latin America & Caribbean,LCN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latin America & Caribbean (excluding high income),LAC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latvia,LVA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Least developed countries: UN classification,LDC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Lebanon,LBN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Lesotho,LSO,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Liberia,LBR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Libya,LBY,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Liechtenstein,LIE,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Lithuania,LTU,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Low & middle income,LMY,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Low income,LIC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Lower middle income,LMC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Luxembourg,LUX,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Macao SAR, China",MAC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Macedonia, FYR",MKD,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Madagascar,MDG,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Malawi,MWI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Malaysia,MYS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Maldives,MDV,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Mali,MLI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Malta,MLT,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Marshall Islands,MHL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Mauritania,MRT,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Mauritius,MUS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Mexico,MEX,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Micronesia, Fed. Sts.",FSM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle East & North Africa,MEA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle East & North Africa (excluding high income),MNA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle income,MIC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Moldova,MDA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Monaco,MCO,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Mongolia,MNG,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Montenegro,MNE,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Morocco,MAR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Mozambique,MOZ,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Myanmar,MMR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Namibia,NAM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Nauru,NRU,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Nepal,NPL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Netherlands,NLD,..
"Age at first marriage, female",SP.DYN.SMAM.FE,New Caledonia,NCL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,New Zealand,NZL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Nicaragua,NIC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Niger,NER,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Nigeria,NGA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,North America,NAC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Northern Mariana Islands,MNP,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Norway,NOR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,OECD members,OED,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Oman,OMN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Other small states,OSS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Pacific island small states,PSS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Pakistan,PAK,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Palau,PLW,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Panama,PAN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Papua New Guinea,PNG,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Paraguay,PRY,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Peru,PER,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Philippines,PHL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Poland,POL,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Portugal,PRT,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Post-demographic dividend,PST,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Pre-demographic dividend,PRE,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Puerto Rico,PRI,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Qatar,QAT,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Romania,ROM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Russian Federation,RUS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Rwanda,RWA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Samoa,WSM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,San Marino,SMR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sao Tome and Principe,STP,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Saudi Arabia,SAU,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Senegal,SEN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Serbia,SRB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Seychelles,SYC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sierra Leone,SLE,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Singapore,SGP,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sint Maarten (Dutch part),SXM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Slovak Republic,SVK,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Slovenia,SVN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Small states,SST,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Solomon Islands,SLB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Somalia,SOM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Africa,ZAF,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Asia,SAS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Asia (IDA & IBRD),TSA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Sudan,SSD,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Spain,ESP,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sri Lanka,LKA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,St. Kitts and Nevis,KNA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,St. Lucia,LCA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,St. Martin (French part),MAF,..
"Age at first marriage, female",SP.DYN.SMAM.FE,St. Vincent and the Grenadines,VCT,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sub-Saharan Africa,SSF,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sub-Saharan Africa (excluding high income),SSA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sudan,SDN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Suriname,SUR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Swaziland,SWZ,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sweden,SWE,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Switzerland,CHE,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Syrian Arab Republic,SYR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tajikistan,TJK,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tanzania,TZA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Thailand,THA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Timor-Leste,TMP,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Togo,TGO,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tonga,TON,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Trinidad and Tobago,TTO,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tunisia,TUN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Turkey,TUR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Turkmenistan,TKM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Turks and Caicos Islands,TCA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tuvalu,TUV,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Uganda,UGA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Ukraine,UKR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,United Arab Emirates,ARE,..
"Age at first marriage, female",SP.DYN.SMAM.FE,United Kingdom,GBR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,United States,USA,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Upper middle income,UMC,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Uruguay,URY,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Uzbekistan,UZB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Vanuatu,VUT,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Venezuela, RB",VEN,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Vietnam,VNM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Virgin Islands (U.S.),VIR,..
"Age at first marriage, female",SP.DYN.SMAM.FE,West Bank and Gaza,WBG,..
"Age at first marriage, female",SP.DYN.SMAM.FE,World,WLD,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Yemen, Rep.",YEM,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Zambia,ZMB,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Zimbabwe,ZWE,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Afghanistan,AFG,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Albania,ALB,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Algeria,DZA,..
"Age at first marriage, male",SP.DYN.SMAM.MA,American Samoa,ASM,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Andorra,ADO,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Angola,AGO,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Antigua and Barbuda,ATG,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Arab World,ARB,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Argentina,ARG,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Armenia,ARM,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Aruba,ABW,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Australia,AUS,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Austria,AUT,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Azerbaijan,AZE,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Bahamas, The",BHS,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bahrain,BHR,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bangladesh,BGD,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Barbados,BRB,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Belarus,BLR,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Belgium,BEL,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Belize,BLZ,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Benin,BEN,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bermuda,BMU,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bhutan,BTN,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bolivia,BOL,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bosnia and Herzegovina,BIH,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Botswana,BWA,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Brazil,BRA,..
"Age at first marriage, male",SP.DYN.SMAM.MA,British Virgin Islands,VGB,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Brunei Darussalam,BRN,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bulgaria,BGR,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Burkina Faso,BFA,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Burundi,BDI,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Cabo Verde,CPV,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Cambodia,KHM,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Cameroon,CMR,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Canada,CAN,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Caribbean small states,CSS,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Cayman Islands,CYM,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Central African Republic,CAF,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Central Europe and the Baltics,CEB,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Chad,TCD,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Channel Islands,CHI,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Chile,CHL,..
